cited_by_count,avg_favourites_count,avg_statuses_count,avg_followers_count,author_id
3009,700,373,266,1152
607,307,290,188,1153
47,144,721,186,1154
576,2585,1761,753,1155
44,1002,5913,486,1156
6510,1274,1156,1303,1157
2417,668,136,160,1158
5013,668,136,160,1159
79,6682,2055,1541,1160
822,187,405,838,1161
1,648,117,113,1162
52,2817,512,172,1163
3869,3491,1547,2007,1164
522,2860,552,457,1165
5,2381,590,519,1166
131,46,420,91,1167
225,261,383,98,1168
2631,6,157,90,1169
25,518,394,183,1170
15,8733,645,503,1171
36,1638,1747,425,1172
729,263,140,158,1173
2057,767,1574,1793,1174
10,11856,3020,1633,1175
1039,4665,1661,394,1176
3022,1845,1677,277,1177
4,3317,12538,2036,1178
28,786,959,484,1179
1748,888,480,831,1180
4,4482,2627,896,1181
12,3386,1454,321,1182
4343,148,83,245,1183
209,542,1174,908,1184
1670,401,521,95,1185
3713,4552,3434,5620,1186
3329,1959,2886,886,1187
2,1814,718,256,1188
1,834,1571,328,1189
8737,23,83,363,1190
5,205,246,148,1191
955,65,3613,792,1192
31,65,3613,792,1193
375,887,581,411,1194
514,1229,146,370,1195
4904,942,1001,193,1196
2604,177,411,515,1197
450,1020,548,452,1198
3,1020,548,452,1199
9,3173,3305,465,1200
5,3173,3305,465,1201
1018,51,210,357,1202
337,346,240,563,1203
262,4597.499826207859,1527,632.5001737921449,1204
38,4597.499826207859,1527,632.5001737921449,1205
107,427,835,179,1206
3679,3483,819,992,1207
6041,1008,1737,235,1208
96,909,618,479,1209
37,909,618,479,1210
54,1889,693,255,1211
1377,260,422,650,1212
46,260,422,650,1213
106,1372,399,318,1214
236,583,256,915,1215
1107,374,397,193,1216
1283,8318,532,285,1217
8,4205,1381,1042,1218
8,516,696,75,1219
113,140,93,111,1220
90,520,221,324,1221
12702,135,176,434,1222
2,32,105,94,1223
298,2171,568,129,1224
566,1702,2361,146,1225
127,932,767,301,1226
214,3686,663,94,1227
25,814,292,279,1228
553,138,115,418,1229
5,745.5000000000003,537,331,1230
3,745.5000000000003,537,331,1231
146,1201,1000,248,1232
336,4440,228,297,1233
4201,2414,1065,276.5000000000003,1234
46,2414,1065,276.5000000000003,1235
144,6052,2543,536,1236
401,7281,1696,887,1237
503,1816,893,237,1238
211,1289.499999999999,1316.499999999999,765,1239
2,1289.499999999999,1316.499999999999,765,1240
4,839,644,103,1241
38,518,3950,1166,1242
25,1824,625,254,1243
2212,51,121,110,1244
8299,144,1050,751,1245
1168,144,1050,751,1246
154,256,1722,1332,1247
111,69,351,27,1248
492,2103,478,757,1249
23,420,483,2444,1250
905,554,1549,81,1251
1016,42,3898,735,1252
435,490,1624,615,1253
653,236,20,59,1254
17,56,70,76,1255
485,511,319,248,1256
1180,1636,3497,1193,1257
2020,472,625,1193,1258
1745,808,1048,81,1259
1258,5776,2167,3687,1260
34,468,248,227,1261
244,5347,882,411,1262
11347,243,1628,5429,1263
1240,243,1628,5429,1264
70,4521,229,291,1265
88,98,644,751,1266
51,4186,3737,1552,1267
8170,1,75,365,1268
384,1844,2153,223,1269
693,9155.499999999993,2590,858,1270
8,9155.499999999993,2590,858,1271
9423,3897,1289,1279,1272
571,617,422,942,1273
117,513,714,1861,1274
665,600.4999999999998,310,176,1275
22,600.4999999999998,310,176,1276
276,2780,707,843,1277
8,2780,707,843,1278
89,9,1056,4211,1279
385,5622,1224,651,1280
1,191,2562,812,1281
39,2130,4036,185,1282
108,952,428,214,1283
290,4488,617,176,1284
78,538,683,182,1285
131,500,855,741,1286
4,6630,1519,351,1287
6,3326,1166,589,1288
55,530,192,118,1289
326,74,222,276,1290
100,1661,298,213,1291
109,2799,2529,299,1292
4267,2021.3333333333333,989,803.6666666666666,1293
331,1282,390,423,1294
34,7449,1526,1360,1295
163,773,535,430,1296
636,1421,1169,663,1297
4802,100,2326,798,1298
32,42,95,30,1299
60,1558,1182,929,1300
29,2407,1098,358,1301
246,3551,1003,455,1302
955,2667,331,649,1303
1982,343,387,673,1304
52,3045,755,226,1305
263,3864,1061,492,1306
921,248,254,41,1307
844,6744,1254,566,1308
1214,787,317,428,1309
359,729,492,232,1310
18,763,348,430,1311
1,763,348,430,1312
140,1195,687,387,1313
1,6147,1517,409,1314
4042,27621,2052,4646,1315
1161,1368,253,18,1316
84,1368,253,18,1317
2,1135,778,1221,1318
1,5775,765,133,1319
284,1052,1165,588,1320
15608,597,262,505,1321
139,1184,392,402,1322
511,602,309,975,1323
485,2266,716,415,1324
5648,1716,1041,1466,1325
588,720,278,81,1326
1580,255,310,697,1327
383,2387,2159,1851,1328
43,2060,70,28,1329
160,2974,5894,1427,1330
418,335,94,194,1331
279,2773,1252,405,1332
10,1773,1280,1342,1333
201,650,745,82,1334
476,213,119,240,1335
322,37,22,6,1336
19,2167,916,515.5000000000003,1337
40,2167,916,515.5000000000003,1338
21,150,77,86,1339
223,2039,470,415,1340
2056,363,290,244,1341
949,1216,316,327,1342
2,9339,2034,249,1343
1,9339,2034,249,1344
120,1650,1904,386,1345
79,1766,897,695,1346
28,17444,3124,1294,1347
5890,660,586,568,1348
28,3590,1395,921,1349
47,1083,3137,268,1350
14,2644,949,1009,1351
10,161,361,222,1352
82,702,151,74,1353
2173,838,324,367,1354
16,17983,1624,46,1355
196,414,142,175,1356
46,945,279,125,1357
35,2650,2398,413,1358
95,2017,1597,107,1359
148,3710,2688,3103,1360
23,1978,746,843,1361
46,432,250,498,1362
15,7018,1356,791,1363
667,318,117,70,1364
1255,53,66,213,1365
80,12169,4897,931,1366
159,110,201,125,1367
399,4919.499999999999,812,554,1368
39,4919.499999999999,812,554,1369
79,3276,421,307,1370
1481,1557,1560,2019,1371
820,3569,434,821,1372
167,971,666,553,1373
717,1563,785,680,1374
1924,226,364,361,1375
70,920,417,472.5,1376
1,920,417,472.5,1377
545,886,350,171,1378
88,5601,1897,1289,1379
1,125,4607,117,1380
47,7408,6045,212,1381
100,1085,738,232,1382
1027,1769,1150,604,1383
6207,689,517,264,1384
4101,278,169,505,1385
56,3377,458,893,1386
4016,3229,842,364,1387
1003,1167,1462,573,1388
4940,213,192,70,1389
2556,65,645,478,1390
4,1072,711,488,1391
1288,2263,1054,984,1392
60,25673,3138,2923,1393
24508,2042,1212,1242,1394
546,800,129,91,1395
106875,1525.3333333333326,1592.8333333333328,912.833333333333,1396
860,190,294,164,1397
141,722,380,177,1398
297,63,155,193,1399
188,2833,449,765,1400
631,153,5154,4148,1401
2616,65,43,0,1402
21,3335,230,107,1403
753,671,829,314,1404
62,367,1207,125,1405
20,373,450,1399,1406
183,291.5000000000001,78,178,1407
11,291.5000000000001,78,178,1408
778,9973,3798,251,1409
1434,1773.9999999999998,890,164.49999999999977,1410
1,1773.9999999999998,890,164.49999999999977,1411
3402,275,599,179,1412
1751,706,206,199,1413
295,3018,1232,461,1414
167,2404,846,726,1415
102,1038,1927,528,1416
233,3824,415,223,1417
13,1774,4780,13605,1418
261,904,1136,1693,1419
512,2270,1263,975,1420
1669,1454,600,226,1421
337,5053,1510,93,1422
5555,254,424,602,1423
11295,631,1216,1582,1424
803,242,355,445,1425
764,406,66,73,1426
550,337,1206,143,1427
143,1932,5672,1666,1428
313,911,322,182,1429
79,679,528,489,1430
74,453,150,121,1431
1323,695,154,82,1432
23,1845,286,202,1433
4,2187,1503,442,1434
2,962,411,408,1435
21,1424,1414,319,1436
207,5595,2150,2040,1437
155,2230,3146,264,1438
2546,211,111,176,1439
906,1055,1685,259,1440
166,487,1050,302,1441
5685,199,406,251,1442
12,135,642,255,1443
9918,628,771,443,1444
3999,419,171,856,1445
1921,2660,4780,1408,1446
150,514,1302,349,1447
656,1836,2024,1100,1448
2580,55,126,532,1449
119,165,162,340,1450
3,6007,572,285,1451
6843,397,491,1825,1452
51,474,428,313,1453
148,11554,2775,1052,1454
1,995,3107,529,1455
629,580,644,273,1456
20,268,58,95,1457
6,70,410,25,1458
2,196,226,464,1459
21,1865,939,218,1460
26,1865,939,218,1461
2,12761,1256,340,1462
1182,1906,1742,263,1463
22,1124,707,353,1464
5,2688,1802,505,1465
200,1167,383,590,1466
355,1031,1522,1618,1467
772,5387,718,598,1468
54,3787,485,378,1469
7367,1368,732,904,1470
94,691,103,150,1471
52,671,654,193,1472
1412,1324,1132,1079,1473
109,2785,950,271,1474
9078,4413,2268,3654,1475
2165,49418.99999999998,3628.499999999999,778.0000000000006,1476
233,49418.99999999998,3628.499999999999,778.0000000000006,1477
12,2140,1387,109,1478
2060,1159,690,2346,1479
2102,777,757,401,1480
39,224,102,154,1481
393,3137,155,190,1482
151,1376,558,1072,1483
576,4480,2144,1633,1484
383,1134,338,204,1485
31,6348,10194,804,1486
390,3157,171,101,1487
45,1830,985,689,1488
231,509,3902,93,1489
3,1541,970,621,1490
1602,1190,1672,6153,1491
1322,1190,1672,6153,1492
2,31,250,345,1493
368,259,629,69,1494
63,378,290,67,1495
626,1468,236,295,1496
55,1439,3074,1719,1497
26,398,1894,301,1498
636,4050,3886,1960,1499
2,4050,3886,1960,1500
22,189,211,41,1501
66,2558,383,272,1502
145,2281,892,493,1503
58,261,552,52,1504
1110,1557,1731,921,1505
10284,3707.333333333336,854,994,1506
7980,3707.333333333336,854,994,1507
2,3707.333333333336,854,994,1508
129,3352,2371,721,1509
25,3352,2371,721,1510
1320,78,306,1282,1511
228,543,334,335,1512
930,1264,559,273,1513
2,1264,559,273,1514
2535,12421.49446693658,2557.9994601889343,3946.4987854251026,1515
10,12421.49446693658,2557.9994601889343,3946.4987854251026,1516
24,952,591,820,1517
499,1816,652,744,1518
559,162,413,92,1519
51,1202,508,202,1520
5655,366,350,1674,1521
8,1294,1045,227,1522
47,1680,920,280,1523
169,445,2267,563,1524
335,2242,311,742,1525
5,13038,1057,486,1526
346,870,809,268,1527
646,1552,263,300,1528
1,2257,1971,709,1529
994,1929,713,415,1530
8,1929,713,415,1531
2,50,434,309,1532
1,3129,192,206,1533
3392,907,969,188,1534
17,2285,5091,7688,1535
153,141,640,327,1536
15301,470,240,376,1537
400,429,684,348,1538
278,2403,2655,271,1539
2081,331,372,157,1540
38,1421,2361,841,1541
2098,7919,1723,2682,1542
121,1998,452,531,1543
38,1190,678,211,1544
66,1480,762,198,1545
733,1386,1966,927,1546
145,1144,837,230,1547
1016,439,175,572,1548
318,1223,1214,808,1549
3390,2347,1813,1198,1550
102,2814,640,386,1551
94,5022,476,262,1552
33,21242,564,450,1553
491,788,1110,425,1554
18522,126,298,398,1555
566,364,503,293,1556
8366,483,1955.0000000000016,420,1557
1,483,1955.0000000000016,420,1558
1302,3312,1785,390,1559
3023,503,1183,1191,1560
10881,1941,795,1490,1561
21,1849,1847,332,1562
1,696,734,401,1563
4,1735,238,117,1564
595,92,367,464,1565
6,5648,1319,1772,1566
15,2614,1118,217,1567
58,7763,7586,480,1568
331,36,54,13,1569
1992,221,83,63,1570
1906,797,293,391,1571
18,807,1365,456,1572
2,807,1365,456,1573
61,1584,1797,629,1574
693,14764,2717,488,1575
3029,9,314,29,1576
70,1139,311,370,1577
1326,3278,1148,1463,1578
3,3278,1148,1463,1579
1670,4609,811,1823,1580
81,727,92,217,1581
854,392,854,568,1582
2097,1567.5000000000002,430.4999999999995,835.4999999999993,1583
143,1567.5000000000002,430.4999999999995,835.4999999999993,1584
4194,615,301,237,1585
120,604,5000,1402,1586
2526,219,467,485.5,1587
29,219,467,485.5,1588
130,4453,640,428,1589
930,33,1002,2020,1590
4,2729,2954,1005,1591
6889,554,1190,470,1592
46,3893,2333,403.66666666666663,1593
27,3893,2333,403.66666666666663,1594
1092,352,382,85,1595
189,2392,1043,422,1596
5,1102.500000000001,870,176,1597
14,1102.500000000001,870,176,1598
5000,3280,138,223,1599
599,5779.554627249342,2714.5289203084785,359,1600
12,5779.554627249342,2714.5289203084785,359,1601
3,1388,622,288,1602
1541,1749,755,1051,1603
87,11923,2659,549,1604
337,823,257,114,1605
8,5235,4759,2066,1606
433,4445,5033,1897,1607
563,3525,3337,1070,1608
169,49,2018,504,1609
1669,1695,1645,836,1610
663,7288,703,444,1611
2,453,284,138,1612
479,1523,1928,296,1613
2592,1034,690,139,1614
417,928,1315,600,1615
518,1007,636,425,1616
674,2052,700,1153,1617
147,1557,848,206,1618
506,1860,591,493,1619
2,2132,1647,896,1620
522,1247,516,463,1621
427,1247,516,463,1622
4453,522,114,148,1623
1668,3003,1979,452,1624
7547,157,340,997,1625
17,4753,2602,244,1626
2632,224,885,250,1627
450,1405,3420,232,1628
70,5380,237,65,1629
452,3025,523,195,1630
60,10292,2098,296,1631
2815,5665,1723,2553,1632
3950,1734,476,269,1633
856,105,96,12,1634
9801,990,338,226,1635
2289,7,61,9,1636
297,1335,391,328,1637
6,1335,391,328,1638
698,344,913,723,1639
5640,550,262,698,1640
88,210,162,83,1641
162,1549,353,129,1642
2,3592,595,383,1643
958,1595,461,356,1644
348,253,169,106,1645
63,1100,648,520,1646
6,478,128,521,1647
1,1108,201,94,1648
189,1484,550,138,1649
238,855,270,319,1650
11785,67842,1687,1816,1651
29,2335,1507,301,1652
76,617,160,197,1653
143,210,249,269,1654
1184,895,2055,869,1655
189,10145,2249,2002,1656
754,416,213,382,1657
4,1868,219,276,1658
17,698,449,1102,1659
2548,943,873,1411,1660
295,4744,7067,1422,1661
119,2907,1753,655,1662
722,2576,1677,105,1663
47,2576,1677,105,1664
1453,256,128,723,1665
111,1273,930,650,1666
5551,2198,1235,1490,1667
33,2036,4973,1445,1668
8,2392,291,176,1669
250,31580,2180,345,1670
184,1882,288,512,1671
2050,18,94,98,1672
44,261,158,660,1673
699,10035.000000000002,2452,1685,1674
3,10035.000000000002,2452,1685,1675
2411,840,331,463,1676
258,279,82,396,1677
1532,578,254,315,1678
6,5517,1478,662,1679
1011,1897,587,582,1680
8,297,1401,132,1681
251,947,1523,392,1682
1891,230,249,669,1683
6,977,1888,2773,1684
2388,4984,1143,357,1685
472,19,86,110,1686
218,1103,1104,482,1687
1363,1012,291,216,1688
11,1012,291,216,1689
1,2086,1760,1623.5000000000002,1690
10,2086,1760,1623.5000000000002,1691
245,1267,1231,796,1692
104,61,553,113,1693
201,833,200,207,1694
1454,431,1034,1159,1695
1044,229,978,328,1696
5651,2,43,1727,1697
698,995,1206,852,1698
14,2345,2916,557,1699
332,1887,267,444,1700
74,496,199,179,1701
2219,4474,2895,1578,1702
68,18142,857,106,1703
355,682,526,284,1704
27,63,159,111,1705
38,251,157,148,1706
301,501,462,1193,1707
261,40,1793,51,1708
81,2156,191,436,1709
28,107,1784,517,1710
4,4727,484,1188,1711
1323,2630,632,813,1712
566,249,391,1207,1713
1546,56213,799,635,1714
12,1177,1020,485,1715
5495,4904,6794,1950,1716
2,840,433,129,1717
437,803,336,509,1718
193,5860,2785,634,1719
4351,317,241,394,1720
204,7132,1679,493,1721
15,734,399,424,1722
2045,1740,610,1231,1723
67,1954,3094,982,1724
2006,182,621,125,1725
79,20,76,50,1726
2,20,76,50,1727
3866,1000,3027,940,1728
4531,172,3947,585,1729
187,1368,214,279,1730
571,526,432,561,1731
1529,732,880,516,1732
1,4390,1592,190,1733
1301,734,615,535,1734
78,1445,4407,756,1735
6526,436,1456,4447,1736
13491,1251,1082,341,1737
6,1251,1082,341,1738
28,98,383,83,1739
122,45,392,444,1740
1545,491,388,734,1741
4,22,212,144,1742
28,605,301,484,1743
19,330,122,107,1744
5,52,251,245,1745
3298,2336.499999999998,526,153,1746
13,2336.499999999998,526,153,1747
931,5286,1752,1242,1748
7,2544,478,110,1749
9,1969,3234,1820,1750
222,1969,3234,1820,1751
2636,495,488,214,1752
187,593,404,370,1753
41,415,1405,441,1754
36,18,2196,446,1755
59,4669,3593,619,1756
12242,1813,1773,13423,1757
36,4105,3312,806,1758
480,1190,681,1332,1759
189,2235,366,394,1760
2775,34,734,160,1761
350,218,607,564,1762
759,818,1820,660,1763
451,1393,1330,710,1764
364,1608,342,800,1765
5,1608,342,800,1766
234,14970,3057,348,1767
1274,1093,496,260,1768
831,3513,2350,1063,1769
98,709,591,313,1770
12,9853,4095,2192,1771
1132,834,568,624,1772
29,161,379,276,1773
14223,386,303,442,1774
2425,291,414,104,1775
83,486,365,767,1776
4045,9488,655,335,1777
366,1575,419,2456,1778
4019,227,396,85,1779
341,288,5330,2031,1780
429,348,99,74,1781
547,4156,2373,289,1782
14,2134,1575,140,1783
17214,666,572,1144,1784
186,17,144,10,1785
27,17,144,10,1786
869,2503,2296,582,1787
916,240,390,649,1788
1218,1329,361,399,1789
4765,2322,2958,4872,1790
180,504,131,250,1791
1227,6519,1860,1260,1792
122,1404,373,238,1793
117,227,1134,510,1794
1576,78,419,618,1795
12559,1447,1108,213,1796
226,1447,5760,481,1797
1335,15213,339,60,1798
1628,459,743,189,1799
6,459,743,189,1800
1,1689,139,263,1801
823,2187,1077,1402.3333333333337,1802
5,2187,1077,1402.3333333333337,1803
1,2187,1077,1402.3333333333337,1804
5,169,1309,463,1805
303,1358,2055,593,1806
324,518,1095,399,1807
2809,790,1752,95,1808
2,790,1752,95,1809
3,15130,160,62,1810
1,6499,4957,1421,1811
272,594,1916,2247,1812
604,746,831,299,1813
963,70,283,60,1814
12,4690,2545,236,1815
530,2457,4120,2168,1816
698,225,3166,678,1817
35196,73,793,4070,1818
280,643,408,333,1819
635,2460,791,1437,1820
8919,2252,5451,762,1821
1178,2012,645,701,1822
8,6165,2621,675,1823
2752,5173,925,674,1824
17,3020,2035,1603,1825
58,1899,1303,1515,1826
1468,898,456,702,1827
299,3406.6666666666665,2587,1261,1828
175,3406.6666666666665,2587,1261,1829
2,3406.6666666666665,2587,1261,1830
822,867,293,511,1831
2416,1435,525,1965,1832
3,21759,2808,283,1833
114,2439,226,134,1834
51,935,4107,182,1835
2932,9,533,624,1836
719,1448,641,95,1837
167,1827,285,154,1838
66,6219,923,278,1839
4,1261,608,407,1840
271,2885,845,478,1841
14,1034,800,713,1842
148,13748,901,498,1843
2,14545,3246,168,1844
85,1382,1086,498,1845
3,2748,301,196,1846
1127,230,124,290,1847
13879,687,378,25,1848
522,687,378,25,1849
1,715,115,117,1850
35,948,273,218,1851
3,948,273,218,1852
65,1746,941,460,1853
922,1327,3697,2167,1854
9,641,703,597,1855
685,1472,2046,1378,1856
8,3427,1382,700,1857
19,881,2903,388,1858
68,954,1892,783,1859
970,636,452,950,1860
31,112,33,16,1861
1,525,185,88,1862
1340,86,97,33,1863
1014,655,535,357,1864
54,1843,1198,725,1865
454,959,381,562,1866
4326,11656,1942,88,1867
14,9,130,8,1868
9,2253,977,1024,1869
257,1144,1854,1273,1870
291,10399,970,835,1871
6296,229,245,272,1872
156,13367,591,2347,1873
251,132,197,85,1874
13542,41,53,136,1875
6,928,1067,50,1876
1292,883,205,433,1877
60,814,674,319,1878
42,1581,181,579,1879
27,203,232,183,1880
4,696,1010,779,1881
37,196,790,1480,1882
423,1900,360,302,1883
443,139,92,42,1884
287,391,68,414,1885
147,1189,581,336.49956634865555,1886
5,1189,581,336.49956634865555,1887
87,7979,2981,948,1888
403,1370,1486,147,1889
9187,1196,596,302,1890
2,43,292,93,1891
8,949,2952,1108,1892
3,4349,2689,909,1893
3254,588,2011,571,1894
47,471,217,290,1895
1,471,217,290,1896
20,256,88,49,1897
391,214,529,464,1898
1271,785,753,159,1899
20,2224,904,580,1900
410,2900,1681,959,1901
151,4392,2116,482,1902
4541,4474,2134,1915,1903
1395,364,465,547,1904
4,3443,2948,691,1905
6425,2385,5211,6934,1906
135,3076,149,352,1907
2194,4257,988,475,1908
913,30,186,296,1909
7,2139,631,658,1910
28603,1371,373,189,1911
6,1371,373,189,1912
4,876,962,317,1913
1666,5605,517,698,1914
239,606,145,469,1915
32760,68,195,676,1916
492,1109,1542,874,1917
109,11301,754,346,1918
7861,7726,808,830,1919
7986,3829,1340,1416,1920
441,3754,2325,379,1921
7,8,10697,1284,1922
1470,1424,658,91,1923
15,8965,854,176,1924
15,72,380,446,1925
1574,127,161,756,1926
1154,139,290,342,1927
667,2761,290,820,1928
33,586,210,471,1929
268,966,298,457,1930
463,1310,3072,93,1931
2129,1328,1397,824,1932
6639,12,54,243,1933
1001,1421,1092,799,1934
517,1074,501,626,1935
134,1074,501,626,1936
198,1244,659,823,1937
1,1244,659,823,1938
75,1350,499,563,1939
3205,74,99,421,1940
2,74,99,421,1941
1492,1923,572,251,1942
14,1011,346,1121,1943
1732,2716,986,940,1944
2460,1506,474,878,1945
631,5208,9784,700,1946
464,338,265,791,1947
174,1048,828,267,1948
10,1048,828,267,1949
7,1586,558,383,1950
3300,898,380,106,1951
6862,1419,1216,1298,1952
1269,1026,1039,667,1953
1089,11437,2993,921,1954
16,289,191,329,1955
25,1570,180,98,1956
11,2193,1003,217,1957
1594,11418,1552,1693,1958
481,1076,592,533,1959
3138,1917,755,3391,1960
704,1151,751,567,1961
85,1399,148,67,1962
573,235,261,468,1963
107,486,1357,497,1964
221,1030,242,105,1965
493,9672,1115,2122,1966
26,134,558,150,1967
11,547,234,299,1968
296,388,128,17,1969
796,861,325,434,1970
89,6,504,78,1971
600,8890,750,523,1972
58,110,1962,98,1973
2,1370,1495,457,1974
173,3419,1314,776,1975
565,1332,613,363,1976
106,115,250,115,1977
148,1292,386,474,1978
418,8888,1233,309,1979
71,1246,564,324,1980
93,1372,708,504,1981
167,814,517,230,1982
1047,496,1460,593,1983
1,797,645,148,1984
1237,573,157,166,1985
135,7674,2940,587,1986
3264,712.5000000000002,558.9999999999987,489.50000000000006,1987
60,712.5000000000002,558.9999999999987,489.50000000000006,1988
509,2229,739,734,1989
3329,60,297,325,1990
163,85,49,23,1991
466,945,349,39,1992
3,5459,678,211,1993
2892,79,193,322,1994
3115,79,129,154,1995
23277,519,939,3290,1996
1,7133,1208,1328,1997
4,515,661,156,1998
569,228,105,140,1999
2565,354,495,727,2000
139,1027,788,2106,2001
23,29856,2146,232,2002
886,1528,481,29,2003
325,1025,660,569,2004
1,1708,318,107,2005
